objective_number,objective_title,objective_repo,issue_number,issue_title,issue_repo,depth,pr_number,pr_title,pr_repo,pr_state,pr_url
777,Objective #1 [26.4] - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,321,Disasters Hub cost assessment,Disasters-Learning-Portal/disasters-portal,1,,,,,
777,Objective #1 [26.4] - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,332,"Disasters + VEDA tasks for September 30, 2026 launch",Disasters-Learning-Portal/disasters-portal,1,,,,,
786,Objective #4 [26.4] - [Team Lead]: General administrative and technical support,NASA-IMPACT/veda-architecture,786,Objective #4 [26.4] - [Team Lead]: General administrative and technical support,NASA-IMPACT/veda-architecture,0,,,,,
786,Objective #4 [26.4] - [Team Lead]: General administrative and technical support,NASA-IMPACT/veda-architecture,311,Content-migration survey tooling: NASA Disasters site scraper -> triage spreadsheet,Disasters-Learning-Portal/disasters-portal,1,,,,,
786,Objective #4 [26.4] - [Team Lead]: General administrative and technical support,NASA-IMPACT/veda-architecture,316,"Conduct stress test on production services prior to September 30, 2026 launch",Disasters-Learning-Portal/disasters-portal,1,,,,,
786,Objective #4 [26.4] - [Team Lead]: General administrative and technical support,NASA-IMPACT/veda-architecture,317,"General support needed during Disasters PORTAL release (September 30, 2026 - October 7, 2026)",Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,0,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,252,Integrate SkySat <placeholder>,Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,253,Integrate IceEye <placeholder>,Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,244,Split collection `opera-distalert-daily` into 4 separate collections <placeholder>,Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,29,CSDA code improvements,Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,275,Create documentation for Jupyterhub for Disasters,Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,292,Scope Training Session(s),Disasters-Learning-Portal/disasters-portal,2,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,293,Document Permissions of Shared Spaces in JupyterHub,Disasters-Learning-Portal/disasters-portal,2,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,294,Create Lucid Chart for Disasters PORTAL Architecture,Disasters-Learning-Portal/disasters-portal,2,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,295,Investigate Home Storage Quota UI,Disasters-Learning-Portal/disasters-portal,2,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,296,Create Lucid Chart of Available Products by Workflow,Disasters-Learning-Portal/disasters-portal,2,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,297,Draft ~1 Year Plan (FY27),Disasters-Learning-Portal/disasters-portal,2,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,298,Update Options Block in Notebooks,Disasters-Learning-Portal/disasters-portal,2,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,299,Improve Data Format Efficiency,Disasters-Learning-Portal/disasters-portal,2,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,300,Establish Protocol for Feature Requests/Bug Reports,Disasters-Learning-Portal/disasters-portal,2,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,289,Sentinel 2 - not processing downloading multiple tiles,Disasters-Learning-Portal/disasters-portal,1,30,Sentinel 2 multi-tile update,Disasters-Learning-Portal/disasters-product-algorithms,MERGED,https://github.com/Disasters-Learning-Portal/disasters-product-algorithms/pull/30
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,290,"Identify the Sentinel 2 and Landsat naming patterns, ensure they are enforced in `disasters-product-algorithms`",Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,291,Update Sentinel and Landsat Processing Scripts for Cloud Mask Operations,Disasters-Learning-Portal/disasters-portal,1,28,Notebook Edits for Issues #291 and #298,Disasters-Learning-Portal/disasters-product-algorithms,MERGED,https://github.com/Disasters-Learning-Portal/disasters-product-algorithms/pull/28
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,312,CSDA - Update Umbra scripts for DRCS,Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,320,Satellogic: hardcode ingest params + index masking + multi-date selection,Disasters-Learning-Portal/disasters-portal,1,45,Satellogic changes,Disasters-Learning-Portal/disasters-product-algorithms,MERGED,https://github.com/Disasters-Learning-Portal/disasters-product-algorithms/pull/45
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,318,Capella: hardcode ingest params + investigate multi-date/tile support,Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,319,Umbra: hardcode ingest params + add multi-date selection,Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,322,Update Hub image per recommendation,Disasters-Learning-Portal/disasters-portal,1,51,chore(dps): bump worker maap-py 4.2.0 -> 5.1.0 (OGC-compliant),Disasters-Learning-Portal/disasters-product-algorithms,MERGED,https://github.com/Disasters-Learning-Portal/disasters-product-algorithms/pull/51
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,326,Create Jupyter Notebooks for Disasters Use Cases (DRCS),Disasters-Learning-Portal/disasters-portal,1,,,,,
787,Objective #5 [26.4] - [DSE]: JupyterHub — Develop Algorithms and Implement DPS,NASA-IMPACT/veda-architecture,327,<Placeholder> Sentinel 2 notebook creation,Disasters-Learning-Portal/disasters-portal,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,0,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,356,[26.4] Epic - Post MVP Tech Debt and Component Development,NASA-IMPACT/tinacms-portal-monorepo,1,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,160,Tech Debt (functionality): component prop pass through,NASA-IMPACT/tinacms-portal-monorepo,2,361,feat(blocks): forward root HTML props on all components,NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/361
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,284,Create In-Page Navigation component,NASA-IMPACT/tinacms-portal-monorepo,2,329,feat(blocks): add InPageNavigation block on USWDS vanilla JS,NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/329
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,302,Create Carousel Component,NASA-IMPACT/tinacms-portal-monorepo,2,304,feat: add Carousel component,NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/304
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,300,Create Accordion component (filters),NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,299,Create Form Components (filters),NASA-IMPACT/tinacms-portal-monorepo,2,326,feat: add form filter components,NASA-IMPACT/tinacms-portal-monorepo,OPEN,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/326
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,301,Create Drawer component (filters),NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,363,Create Pagination Component,NASA-IMPACT/tinacms-portal-monorepo,2,369,feat: create new pagination component,NASA-IMPACT/tinacms-portal-monorepo,OPEN,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/369
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,328,Update Map blocks - Add click to interact overlay,NASA-IMPACT/tinacms-portal-monorepo,2,335,feat: Add click-to-interact overlay for map blocks (showScrollGuard),NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/335
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,250,Tech Debt: Update all composed components to use Link component or `as` prop ,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,138,Tech Debt: Update all composed components use Tag props rather than reactNode,NASA-IMPACT/tinacms-portal-monorepo,2,360,refactor: tag props,NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/360
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,343,Update Stac map components - scroll-lock overlay,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,277,Security Vulnerabilities,NASA-IMPACT/tinacms-portal-monorepo,2,265,chore(deps-dev): bump vitest from 4.0.18 to 4.1.0,NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/265
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,277,Security Vulnerabilities,NASA-IMPACT/tinacms-portal-monorepo,2,278,chore(veda-ui-blocks): bump version to 0.1.0-beta.13,NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/278
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,277,Security Vulnerabilities,NASA-IMPACT/tinacms-portal-monorepo,2,279,"chore: upgrade vite, vitest [58, 59, 61, 101] - ",NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/279
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,277,Security Vulnerabilities,NASA-IMPACT/tinacms-portal-monorepo,2,280,"chore: upgrade dom purify 3.4.2 [25, 23, 22, 47, 56, 57, 63, 65, 66]",NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/280
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,277,Security Vulnerabilities,NASA-IMPACT/tinacms-portal-monorepo,2,281,hotfix: tinacms cli vite 5.4.2,NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/281
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,277,Security Vulnerabilities,NASA-IMPACT/tinacms-portal-monorepo,2,282,chore: upgrade tinacms dependency lodash to patched version,NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/282
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,283,Expose SCSS tokens and css variables for consumers,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,368,Update Disasters Portal - add product gallery on event page,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,252,[26.4] Epic - Reusable CMS Components,NASA-IMPACT/tinacms-portal-monorepo,1,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,340,tinacms blocks package setup,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,5,RFC: Define Tina Integration Architecture,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,20,Create TinaCMS Components - Add slots,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,253,Create TinaCMS Page Templates,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,347,Spike: Content Search,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,348,Spike: Dataset Search,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,46,STRETCH Spike: Reusable TinaCMS Admin Editor UI configuration PLACEHOLDER,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,102,[26.4] Epic- Reusable Infrastructure,NASA-IMPACT/tinacms-portal-monorepo,1,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,41,ADR: Reusable Deployment and Infrastructure Plan,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,351,Deploy backend services for TinaCMS for Disasters,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,359,Spike: Infrastructure necessary for content search,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,355,[26.4] Epic - HDS Design Implementation,NASA-IMPACT/tinacms-portal-monorepo,1,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,354,Design - HDS compliance update figma components,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,358,Remove CardMini,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,329,Disasters Pre-September Live Launch Development Requests,Disasters-Learning-Portal/disasters-portal,1,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,330,"Switch component models on Needs pages: Prepare, Respond, Recover, Build Resilience",Disasters-Learning-Portal/disasters-portal,2,,,,,
792,"Objective #2 [26.4] - [Dashboard, Backend]: CMS Website Development",NASA-IMPACT/veda-architecture,331,Add Product Gallery to Activation Event page (w/ real examples),Disasters-Learning-Portal/disasters-portal,2,,,,,
799,Objective #3 [26.4] - [Team Lead + Comms]: Beta launch + feedback gathering,NASA-IMPACT/veda-architecture,799,Objective #3 [26.4] - [Team Lead + Comms]: Beta launch + feedback gathering,NASA-IMPACT/veda-architecture,0,,,,,
799,Objective #3 [26.4] - [Team Lead + Comms]: Beta launch + feedback gathering,NASA-IMPACT/veda-architecture,315,Review and compile feedback from June 8-10; July 6 - July 16,Disasters-Learning-Portal/disasters-portal,1,,,,,
800,Objective #6 [26.4] - [Team Lead + CSDA]: Data Story POC for CSDA,NASA-IMPACT/veda-architecture,800,Objective #6 [26.4] - [Team Lead + CSDA]: Data Story POC for CSDA,NASA-IMPACT/veda-architecture,0,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,0,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1430,MIO preparation — MAAP support needs,NASA-IMPACT/active-maap-sprint,1,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1431,"FOSS4G NA Abstract -  Due Jul 15, 2026",NASA-IMPACT/active-maap-sprint,1,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1432,JPPG support — workshop preparation for MAAP,NASA-IMPACT/active-maap-sprint,1,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1433,IGARSS (Aug 9-14) — Poster / Presentation for MAAP,NASA-IMPACT/active-maap-sprint,1,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1434,AGU abstract submission — MAAP (due Aug 5),NASA-IMPACT/active-maap-sprint,1,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1435,MAAP User Workshop planning (TBD - early Oct),NASA-IMPACT/active-maap-sprint,1,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1436,MAAP F2F planning (TBD - Nov),NASA-IMPACT/active-maap-sprint,1,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1437,Coordinate with JPL: bucket syncs & algorithm catalog (MAAP console),NASA-IMPACT/active-maap-sprint,1,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1438,Geotrees support — coordination and data publishing,NASA-IMPACT/active-maap-sprint,1,,,,,
1420,PI 26.4 Objective 1: Collaboration and Coordination,NASA-IMPACT/active-maap-sprint,1440,EEBIOMASS virtual workshop - BIOMASS Cal/Val Project Related,NASA-IMPACT/active-maap-sprint,1,,,,,
1422,PI 26.4 Objective 4: DPS STAC integration with MAAP Platform,NASA-IMPACT/active-maap-sprint,1422,PI 26.4 Objective 4: DPS STAC integration with MAAP Platform,NASA-IMPACT/active-maap-sprint,0,,,,,
1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,0,,,,,
1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1426,Publish GEDI Tile V2 Sample for ESA access testing,NASA-IMPACT/active-maap-sprint,1,,,,,
1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1410,BIOMASS OGC App Testing,NASA-IMPACT/active-maap-sprint,1,,,,,
1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1390,Review GEDI fusion exploration notebook,NASA-IMPACT/active-maap-sprint,1,,,,,
1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,4,OGC Stage In compatible example as branch,MAAP-Project/esa-biomass-dps,1,,,,,
1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1349,Data fusion product for GEDI+BIOMASS(+NISAR),NASA-IMPACT/active-maap-sprint,1,,,,,
1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1361,Add NISAR × BIOMASS spatiotemporal overlap map,NASA-IMPACT/active-maap-sprint,2,,,,,
1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1359,NISAR Virtualization Experiments - ODD,NASA-IMPACT/active-maap-sprint,1,,,,,
1423,PI 26.4 Objective 2 - Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1427,GEDI Tiled v3 reprocessing and publishing,NASA-IMPACT/active-maap-sprint,1,,,,,
1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,0,,,,,
1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,1444,26.4-1: Resolve Open Dependabot Pull Requests and Security Alerts,NASA-IMPACT/active-maap-sprint,1,,,,,
1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,1428,Github Repository Conformance,NASA-IMPACT/active-maap-sprint,1,,,,,
1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,1441,GitHub Repository Settings,NASA-IMPACT/active-maap-sprint,2,,,,,
1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,1442,Add CI/CD Workflow Tests,NASA-IMPACT/active-maap-sprint,2,,,,,
1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,1443,Archive + Prune GitHub Repositories,NASA-IMPACT/active-maap-sprint,2,,,,,
1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,1429,Delete Expired ACM Certificates Across Accounts,NASA-IMPACT/active-maap-sprint,1,,,,,
1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,1425,Upgrade STAC Browser Version,NASA-IMPACT/active-maap-sprint,1,,,,,
1424,PI 26.4 Objective 3: Infrastructure - Maintenance and Security,NASA-IMPACT/active-maap-sprint,1325,Route53 Hosted Zone Migration,NASA-IMPACT/active-maap-sprint,1,,,,,
1439,PI 26.4 Objective 5: Federated Collection Discovery with Semantic Search and UI/UX Enhancements,NASA-IMPACT/active-maap-sprint,1439,PI 26.4 Objective 5: Federated Collection Discovery with Semantic Search and UI/UX Enhancements,NASA-IMPACT/active-maap-sprint,0,,,,,
